Date,Close,High,Low,Open,Volume
2025-08-06 03:30:00+08:00,628.02001953125,629.0399780273438,627.8099975585938,628.97998046875,7915493
2025-08-06 21:30:00+08:00,628.7949829101562,630.6099853515625,628.1300048828125,628.6099853515625,12728488
2025-08-06 22:30:00+08:00,631.927001953125,632.0499877929688,628.3800048828125,628.7949829101562,9151768
2025-08-06 23:30:00+08:00,632.3699951171875,632.910400390625,631.1599731445312,631.9099731445312,8711655
2025-08-07 00:30:00+08:00,632.2899780273438,632.9799194335938,631.8499755859375,632.389892578125,5420591
2025-08-07 01:30:00+08:00,632.9199829101562,633.1099853515625,632.0,632.3099975585938,6427914
2025-08-07 02:30:00+08:00,633.02001953125,633.1900024414062,632.489990234375,632.9199829101562,5869995
2025-08-07 03:30:00+08:00,632.6699829101562,633.4400024414062,632.3900146484375,633.010009765625,10341224
2025-08-07 21:30:00+08:00,633.8200073242188,636.97998046875,633.1199951171875,636.239990234375,16380397
2025-08-07 22:30:00+08:00,631.9699096679688,634.2349853515625,631.760009765625,633.8099975585938,10818281
2025-08-07 23:30:00+08:00,632.2449951171875,632.5999755859375,631.131591796875,631.969970703125,7663849
2025-08-08 00:30:00+08:00,630.030029296875,632.6099853515625,630.0,632.25,8937240
2025-08-08 01:30:00+08:00,629.9199829101562,631.0800170898438,629.1099853515625,630.0,8176633
2025-08-08 02:30:00+08:00,630.27001953125,630.8699951171875,629.4600219726562,629.9199829101562,7002249
2025-08-08 03:30:00+08:00,632.2899780273438,632.3599853515625,630.260009765625,630.280029296875,9156545
2025-08-08 21:30:00+08:00,636.4400024414062,636.780029296875,633.739990234375,634.0599975585938,13589880
2025-08-08 22:30:00+08:00,636.010009765625,637.0399780273438,635.5700073242188,636.4299926757812,8356893
2025-08-08 23:30:00+08:00,636.875,637.3599853515625,634.8599853515625,636.0,6940639
2025-08-09 00:30:00+08:00,636.39501953125,637.1199951171875,636.125,636.8800048828125,5454296
2025-08-09 01:30:00+08:00,637.219970703125,637.64501953125,636.3800048828125,636.3912963867188,4767395
2025-08-09 02:30:00+08:00,637.260009765625,637.625,637.0399780273438,637.219970703125,6916473
2025-08-09 03:30:00+08:00,637.1199951171875,637.27001953125,636.0499877929688,637.25,10353519
2025-08-11 21:30:00+08:00,637.2501220703125,637.969970703125,636.8809814453125,637.4600219726562,10010287
2025-08-11 22:30:00+08:00,637.0900268554688,637.4299926757812,636.530029296875,637.2418823242188,6845811
2025-08-11 23:30:00+08:00,638.5499877929688,638.9500122070312,636.7899169921875,637.094970703125,6962281
2025-08-12 00:30:00+08:00,637.1849975585938,638.6099853515625,636.9099731445312,638.5399780273438,5191797
2025-08-12 01:30:00+08:00,636.489990234375,637.4199829101562,636.280029296875,637.1799926757812,6799051
2025-08-12 02:30:00+08:00,636.2620239257812,636.8798828125,635.5599975585938,636.5,5281810
2025-08-12 03:30:00+08:00,635.8200073242188,636.3800048828125,634.6599731445312,636.25,12886949
2025-08-12 21:30:00+08:00,639.2899780273438,639.8701171875,636.7899780273438,638.2899780273438,19075690
2025-08-12 22:30:00+08:00,640.47998046875,641.030029296875,638.8599853515625,639.2899780273438,9176908
2025-08-12 23:30:00+08:00,641.3792724609375,641.5,640.3099975585938,640.469970703125,5834719
2025-08-13 00:30:00+08:00,641.5399780273438,641.989990234375,641.3699951171875,641.3900146484375,4914317
2025-08-13 01:30:00+08:00,642.219970703125,642.614990234375,641.4249877929688,641.5399780273438,4664604
2025-08-13 02:30:00+08:00,642.3200073242188,642.4299926757812,641.9749755859375,642.22998046875,5331434
2025-08-13 03:30:00+08:00,642.6300048828125,642.8499755859375,641.97998046875,642.3150024414062,9756619
2025-08-13 21:30:00+08:00,644.239990234375,646.1900024414062,643.989990234375,644.9099731445312,13378184
2025-08-13 22:30:00+08:00,643.6699829101562,644.405029296875,643.0700073242188,644.2449951171875,9260044
2025-08-13 23:30:00+08:00,643.27001953125,644.2550048828125,643.22998046875,643.6699829101562,7026688
2025-08-14 00:30:00+08:00,643.6408081054688,643.7000122070312,642.6799926757812,643.260009765625,5106260
2025-08-14 01:30:00+08:00,643.8900146484375,644.2000122070312,642.7750244140625,643.6400146484375,4590614
2025-08-14 02:30:00+08:00,644.2899780273438,644.72998046875,643.239990234375,643.9099731445312,6159836
2025-08-14 03:30:00+08:00,644.8800048828125,645.0999755859375,643.9099731445312,644.2949829101562,9296664
2025-08-14 21:30:00+08:00,644.239990234375,644.614990234375,642.3400268554688,642.5800170898438,13825627
2025-08-14 22:30:00+08:00,643.3350219726562,645.5449829101562,642.9600219726562,644.25,7503723
2025-08-14 23:30:00+08:00,643.0900268554688,644.219970703125,642.6649780273438,643.3400268554688,5881748
2025-08-15 00:30:00+08:00,645.0006713867188,645.0499877929688,642.9849853515625,643.0900268554688,4114991
2025-08-15 01:30:00+08:00,644.0850219726562,645.0599975585938,643.9099731445312,645.010009765625,5216067
2025-08-15 02:30:00+08:00,645.030029296875,645.489990234375,643.9500122070312,644.0700073242188,7742378
2025-08-15 03:30:00+08:00,644.9400024414062,645.6199951171875,644.8400268554688,645.030029296875,8472709
2025-08-15 21:30:00+08:00,644.2100219726562,646.0900268554688,643.2100219726562,645.989990234375,12162781
2025-08-15 22:30:00+08:00,643.47802734375,644.3300170898438,643.260009765625,644.2000122070312,9248270
2025-08-15 23:30:00+08:00,643.2899780273438,644.1400146484375,642.52001953125,643.469970703125,7747193
2025-08-16 00:30:00+08:00,644.1654052734375,644.2957153320312,643.2949829101562,643.2949829101562,4942524
2025-08-16 01:30:00+08:00,644.530029296875,644.8800048828125,643.97998046875,644.1599731445312,8862040
2025-08-16 02:30:00+08:00,643.7999877929688,644.6400146484375,643.3200073242188,644.52001953125,8106691
2025-08-16 03:30:00+08:00,643.4600219726562,644.1300048828125,643.1300048828125,643.7999877929688,8532061
2025-08-18 21:30:00+08:00,643.0,643.9349975585938,642.530029296875,642.8599853515625,9848536
2025-08-18 22:30:00+08:00,642.72998046875,643.4400024414062,642.2999877929688,642.989990234375,5856330
2025-08-18 23:30:00+08:00,643.1199951171875,643.280029296875,642.5,642.72998046875,3443159
2025-08-19 00:30:00+08:00,643.1690063476562,643.3599853515625,642.1799926757812,643.1234741210938,3400901
2025-08-19 01:30:00+08:00,642.7600708007812,643.8150024414062,642.4400024414062,643.1649780273438,4506136
2025-08-19 02:30:00+08:00,643.2550048828125,643.5599975585938,642.780029296875,642.7849731445312,5589096
2025-08-19 03:30:00+08:00,643.280029296875,644.0,643.14501953125,643.25,8151214
